ACE-20250111-71968,Ace Hardware,"West Danieltown, AL",HVAC,Landscaping,HVA-694889,Glidden,1615.88,15,15,24238.2,20602.47,Do it Best Rewards,2025-01-11 10:12:56
84-20241117-75851,84 Lumber,"West Mark, FM",Appliances,Shed Construction,APP-490092,Whirlpool,1246.33,1,2,1246.33,1221.4,Menards Contractor,2024-11-17 05:53:02
MEN-20250103-87544,Menards,"New Mark, LA",Drywall & Insulation,Landscaping,DRY-621025,Husky,5.05,8,0,40.4,40.4,None,2025-01-03 17:16:02
ACE-20250513-64231,Ace Hardware,"Lake Devonmouth, WV",Kitchen & Bath,Electrical Upgrade,KIT-428818,Ryobi,735.33,100,0,73533,73533,Do it Best Rewards,2025-05-13 05:15:49
CON-20250421-85210,Contractors' Warehouse,"Sarahton, TX",Electrical,Drywall Patch,ELE-724008,Ryobi,574.9,2,0,1149.8,1149.8,None,2025-04-21 12:42:37
THE-20240821-81643,The Home Depot,"West Allen, WV",Outdoor & Garden,Deck Build,OUT-631458,Glidden,1061.14,5,0,5305.7,5305.7,Do it Best Rewards,2024-08-21 16:19:49
DO-20241021-70957,Do it Best,"West Shane, AK",Paint,Interior Painting,PAI-901140,Delta,156.71,4,0,626.84,626.84,Do it Best Rewards,2024-10-21 00:25:54
THE-20241028-18825,The Home Depot,"North Allison, WV",HVAC,Basement Finish,HVA-254743,Husky,1775.42,3,0,5326.26,5326.26,Menards Contractor,2024-10-28 19:48:36
THE-20240328-36065,The Home Depot,"South Jay, VT",Appliances,Kitchen Remodel,APP-162883,Schlage,2471.72,8,0,19773.76,19773.76,Menards Contractor,2024-03-28 17:33:41
MEN-20240704-19266,Menards,"New Joseph, VI",Flooring,Bathroom Renovation,FLO-926261,Rust-Oleum,5.91,244,20,1442.04,1153.63,Contractors' Warehouse CBC,2024-07-04 10:05:16
84-20241112-17573,84 Lumber,"Millerport, TN",Lumber & Building Materials,Fence Installation,LUM-163042,Delta,1080.29,25,5,27007.25,25656.89,Ace Rewards,2024-11-12 11:43:59
THE-20241008-52415,The Home Depot,"Johnsonborough, NJ",Appliances,Deck Build,APP-707877,Bosch,372.16,1,2,372.16,364.72,Do it Best Rewards,2024-10-08 07:04:11
THE-20240315-98674,The Home Depot,"New Margaret, AR",Tools & Hardware,Deck Build,TOO-756401,Behr,1000.43,8,0,8003.44,8003.44,Lowe's MVPs Pro Rewards,2024-03-15 10:36:43
FLO-20240724-77999,Floor & Decor,"South John, DC",Paint,Shed Construction,PAI-868091,Rust-Oleum,278.03,4,5,1112.12,1056.51,Lowe's MVPs Pro Rewards,2024-07-24 09:09:20
CON-20250727-72643,Contractors' Warehouse,"Branditon, ID",Lighting & Fans,Window Replacement,LIG-971441,Whirlpool,96.67,15,0,1450.05,1450.05,Ace Rewards,2025-07-27 08:05:51
MEN-20250620-88334,Menards,"Jeremyview, SD",Kitchen & Bath,Exterior Painting,KIT-475238,Makita,861.48,8,0,6891.84,6891.84,Home Depot Pro Xtra,2025-06-20 11:38:29
THE-20250116-64223,The Home Depot,"Valentinetown, NY",Electrical,Irrigation Setup,ELE-792482,Behr,128.08,4,5,512.32,486.7,Do it Best Rewards,2025-01-16 17:29:37
FLO-20240728-10331,Floor & Decor,"Curtisshire, PW",Storage & Organization,Fence Installation,STO-898244,Bosch,163.7,3,10,491.1,441.99,None,2024-07-28 18:58:39
HAR-20240303-77908,Harbor Freight Tools,"West Jessica, AK",Lighting & Fans,Garage Organization,LIG-502019,Makita,328.65,2,0,657.3,657.3,,2024-03-03 06:45:29
COS-20240831-13329,Costco,"Allenhaven, RI",Paint,Tile Backsplash,PAI-217781,Rust-Oleum,228.48,8,12,1827.84,1608.5,Contractors' Warehouse CBC,2024-08-31 20:07:11
THE-20250728-59966,The Home Depot,"Port Sharonfurt, IA",Storage & Organization,Deck Build,STO-640915,DEWALT,57.58,50,0,2879,2879,Do it Best Rewards,2025-07-28 17:16:40
DO-20241025-66685,Do it Best,"Andreashire, VT",Tools & Hardware,Plumbing Rough-In,TOO-422305,Schlage,1491.37,20,0,29827.4,29827.4,Home Depot Pro Xtra,2024-10-25 01:49:01
84-20250117-61645,84 Lumber,"Weberbury, MT",Lumber & Building Materials,,LUM-335903,EGO,1120.24,12,13,13442.88,11695.31,Lowe's MVPs Pro Rewards,2025-01-17 20:08:21
CON-20240520-78914,,"Port Johnathantown, AR",Plumbing,Deck Build,PLU-241033,Bosch,454.79,6,5,2728.74,2592.3,Lowe's MVPs Pro Rewards,2024-05-20 02:21:13
LOW-20250209-91470,Lowe's,"North Carlos, SD",Kitchen & Bath,Garage Organization,KIT-542491,Bosch,905.67,10,10,9056.7,8151.03,None,2025-02-09 01:52:17
THE-20240615-76366,The Home Depot,"Matthewburgh, FM",HVAC,Bathroom Renovation,HVA-983523,Delta,2285.87,12,15,27430.44,23315.87,Lowe's MVPs Pro Rewards,2024-06-15 12:03:57
THE-20240914-12046,The Home Depot,"Jennyburgh, DE",Paint,Bathroom Renovation,PAI-942756,Whirlpool,300.16,25,10,7504,6753.6,Contractors' Warehouse CBC,2024-09-14 19:29:03
DO-20240903-51142,Do it Best,"Jerrymouth, IA",HVAC,Deck Build,HVA-577715,Toro,4241.13,4,0,16964.52,16964.52,Menards Contractor,2024-09-03 05:24:58
LOW-20240226-77001,Lowe's,"Maryland, VI",Drywall & Insulation,Window Replacement,DRY-725398,Behr,85.27,1,2,85.27,83.56,Ace Rewards,2024-02-26 13:06:24
FLO-20240516-90449,Floor & Decor,"Lake Barbara, KS",Tools & Hardware,Tile Backsplash,TOO-383425,Moen,1263.12,8,5,10104.96,9599.71,,2024-05-16 10:41:33
84-20250711-93446,84 Lumber,"Harveyside, AL",Lumber & Building Materials,Roof Repair,LUM-777072,Toro,294.63,75,25,22097.25,16572.94,Lowe's MVPs Pro Rewards,2025-07-11 02:05:59
THE-20250609-48131,,"North Leslie, LA",Appliances,Drywall Patch,APP-979893,Whirlpool,2939.96,4,3,11759.84,11407.04,Menards Contractor,2025-06-09 10:31:15
DO-20241017-89761,Do it Best,"Kathleentown, UT",Drywall & Insulation,Flooring Install,DRY-323861,Moen,13.28,5,3,66.4,64.41,Do it Best Rewards,2024-10-17 07:32:25
84-20240329-21649,84 Lumber,"Lake Kennethburgh, AK",Tools & Hardware,Landscaping,TOO-245571,Kobalt,248.53,5,0,1242.65,1242.65,Ace Rewards,2024-03-29 02:21:04
FLO-20250209-33147,Floor & Decor,"Lindabury, FL",Paint,Electrical Upgrade,PAI-466925,Milwaukee,340.86,8,0,2726.88,2726.88,None,2025-02-09 07:44:18
84-20250407-75763,84 Lumber,,Plumbing,Fence Installation,PLU-595692,Whirlpool,325.35,2,5,650.7,618.16,Home Depot Pro Xtra,2025-04-07 11:18:51
HAR-20240830-89424,Harbor Freight Tools,"Port Steven, NJ",Paint,Tile Backsplash,PAI-797580,LG,251.2,1,0,251.2,251.2,Do it Best Rewards,2024-08-30 04:31:33
COS-20240530-18763,Costco,"Glendatown, MT",Outdoor & Garden,Landscaping,OUT-476032,Toro,386.98,12,0,4643.76,4643.76,Do it Best Rewards,2024-05-30 22:58:51
LOW-20241009-29054,Lowe's,"Petermouth, AK",Kitchen & Bath,Irrigation Setup,KIT-550539,Ryobi,2809.55,75,22,210716.25,164358.68,Menards Contractor,2024-10-09 03:32:05
MEN-20241226-54594,,"Hollyton, AR",Doors & Windows,Fence Installation,DOO-409619,Bosch,1093.1,10,15,10931,9291.35,Menards Contractor,2024-12-26 22:51:40
ACE-20240323-53773,Ace Hardware,"West Davidberg, AZ",Plumbing,Landscaping,PLU-366117,Moen,658.27,1,5,658.27,625.36,Ace Rewards,2024-03-23 04:41:19
THE-20240317-97394,The Home Depot,"Annetown, OK",Lighting & Fans,Electrical Upgrade,LIG-691053,Ryobi,522.4,25,5,13060,12407,Lowe's MVPs Pro Rewards,2024-03-17 17:44:20
COS-20250525-58412,Costco,"North Donaldshire, NH",Outdoor & Garden,Door Install,OUT-258767,Glidden,633.2,1,0,633.2,633.2,None,2025-05-25 05:35:35
COS-20250725-91177,Costco,"New Alicia, NM",Paint,Tile Backsplash,PAI-638629,Samsung,348.19,5,10,1740.95,1566.86,Menards Contractor,2025-07-25 12:51:38
DO-20250317-64535,Do it Best,"East Monique, AS",Plumbing,Shed Construction,PLU-955725,Bosch,109.94,12,15,1319.28,1121.39,Do it Best Rewards,2025-03-17 19:51:37
DO-20241021-97271,Do it Best,"Lake Melissa, VT",Plumbing,Window Replacement,PLU-455493,LG,45.62,10,15,456.2,387.77,Ace Rewards,2024-10-21 12:21:14
THE-20250418-45623,The Home Depot,"West Dawnville, VI",Doors & Windows,Tile Backsplash,DOO-657515,Milwaukee,605.9,15,15,9088.5,7725.22,Menards Contractor,2025-04-18 00:45:50
DO-20250317-26931,Do it Best,"New Mitchellview, AK",Drywall & Insulation,Roof Repair,DRY-771481,DEWALT,101.23,5,7,506.15,470.72,Do it Best Rewards,2025-03-17 22:34:24
HAR-20240822-90726,Harbor Freight Tools,"East Connieview, MA",HVAC,Landscaping,HVA-118863,LG,1607.09,2,0,3214.18,3214.18,Lowe's MVPs Pro Rewards,2024-08-22 19:51:21
COS-20250209-99606,Costco,"Port Derekport, MS",Flooring,Deck Build,FLO-771678,Samsung,5,291,0,1455,1455,Ace Rewards,2025-02-09 13:28:17
84-20250119-59131,84 Lumber,"Jamesport, TN",Paint,Kitchen Remodel,PAI-799521,Husky,292.91,40,15,11716.4,9958.94,Home Depot Pro Xtra,2025-01-19 10:55:24
FLO-20241116-73493,Floor & Decor,"North Jenniferberg, AS",Doors & Windows,,DOO-483401,GE,697.62,20,0,13952.4,13952.4,Home Depot Pro Xtra,2024-11-16 19:22:09
THE-20250727-38741,The Home Depot,"New Connie, ND",Tools & Hardware,Drywall Patch,TOO-280857,Delta,1234.64,1,0,1234.64,1234.64,Home Depot Pro Xtra,2025-07-27 03:56:18
LOW-20250121-60385,Lowe's,"Boothborough, DC",Storage & Organization,Drywall Patch,STO-653014,Kwikset,253.21,2,0,506.42,506.42,Contractors' Warehouse CBC,2025-01-21 00:54:19
MEN-20241019-85882,Menards,"Robinsonville, ME",Drywall & Insulation,Door Install,DRY-886581,Milwaukee,132.56,1,0,132.56,132.56,None,2024-10-19 16:58:41
THE-20241110-46681,The Home Depot,"Marcborough, CA",Lumber & Building Materials,Deck Build,LUM-847750,Glidden,767.67,4,0,3070.68,3070.68,None,2024-11-10 23:53:46
DO-20250221-38977,Do it Best,"Lake Rebeccaview, AL",Plumbing,Drywall Patch,PLU-654099,Husky,622.77,8,0,4982.16,4982.16,Home Depot Pro Xtra,2025-02-21 20:23:14
MEN-20250709-98198,Menards,"Lake Randy, IA",Kitchen & Bath,Fence Installation,KIT-962032,Milwaukee,652.48,60,25,39148.8,29361.6,,2025-07-09 13:11:59
CON-20250728-63962,Contractors' Warehouse,"Johnstad, PR",Kitchen & Bath,Window Replacement,KIT-249558,EGO,213.03,8,0,1704.24,1704.24,Lowe's MVPs Pro Rewards,2025-07-28 00:57:12
HAR-20250516-87576,Harbor Freight Tools,"East Leah, PW",Plumbing,Window Replacement,PLU-324912,Schlage,249.02,25,10,6225.5,5602.95,Ace Rewards,2025-05-16 23:51:15
WAL-20250311-92124,Walmart,"Collinsland, MH",Flooring,Shed Construction,FLO-610263,Kobalt,4.95,183,15,905.85,769.97,Do it Best Rewards,2025-03-11 13:20:14
DO-20240226-41329,Do it Best,"West Madison, MI",Flooring,Fence Installation,FLO-776866,Whirlpool,1.17,164,25,191.88,143.91,Menards Contractor,2024-02-26 23:31:52
THE-20250205-83780,The Home Depot,"Port Victorchester, NY",Electrical,,ELE-764658,Moen,23.54,1,2,23.54,23.07,Do it Best Rewards,2025-02-05 14:18:14
DO-20250221-50091,Do it Best,"Frankstad, NJ",Outdoor & Garden,Roof Repair,OUT-172396,Glidden,787.03,3,5,2361.09,2243.04,Menards Contractor,2025-02-21 14:28:02
LOW-20250722-95717,Lowe's,"Joshualand, PR",Plumbing,Basement Finish,PLU-640783,Milwaukee,246.18,2,0,492.36,492.36,Do it Best Rewards,2025-07-22 12:11:45
DO-20240507-64660,Do it Best,,Appliances,Kitchen Remodel,APP-725016,DEWALT,1032.56,25,0,25814,25814,Do it Best Rewards,2024-05-07 04:23:28
THE-20240718-93931,The Home Depot,"Jessicamouth, MN",Paint,Bathroom Renovation,PAI-833729,Ryobi,219.13,8,13,1753.04,1525.14,Do it Best Rewards,2024-07-18 04:09:01
WAL-20250219-80103,Walmart,"Garrettberg, HI",Tools & Hardware,Tile Backsplash,TOO-717219,Toro,1291.76,6,10,7750.56,6975.5,Do it Best Rewards,2025-02-19 14:28:05
DO-20250306-91122,Do it Best,"South Michaelbury, MD",Appliances,Irrigation Setup,APP-616440,Philips,1235.06,1,0,1235.06,1235.06,Ace Rewards,2025-03-06 08:17:34
84-20250524-90743,84 Lumber,"Lake Laurenside, WI",HVAC,Basement Finish,HVA-707847,Kobalt,3429.36,15,10,51440.4,46296.36,,2025-05-24 05:19:57
HAR-20250503-54764,Harbor Freight Tools,"New Paulland, IN",Storage & Organization,HVAC Replacement,STO-802968,Schlage,215.98,20,0,4319.6,4319.6,Home Depot Pro Xtra,2025-05-03 20:49:39
THE-20250613-82086,The Home Depot,"North Shellyburgh, MP",Paint,HVAC Replacement,PAI-629302,Philips,224.53,15,0,3367.95,3367.95,None,2025-06-13 14:03:00
ACE-20241220-90341,Ace Hardware,"Lake Kristenport, WI",Plumbing,Roof Repair,PLU-407265,Rust-Oleum,180.73,25,15,4518.25,3840.51,Lowe's MVPs Pro Rewards,2024-12-20 13:39:52
THE-20241108-50438,The Home Depot,"North Morganshire, AK",Doors & Windows,Kitchen Remodel,DOO-824915,Husky,628.6,25,17,15715,13043.45,Ace Rewards,2024-11-08 21:37:23
ACE-20250414-19646,Ace Hardware,,Lumber & Building Materials,Flooring Install,LUM-910986,Samsung,855.22,20,20,17104.4,13683.52,None,2025-04-14 05:21:56
84-20240421-69234,84 Lumber,,Tools & Hardware,Fence Installation,TOO-578936,Philips,753.6,1,0,753.6,753.6,Home Depot Pro Xtra,2024-04-21 18:13:55
THE-20241219-14180,The Home Depot,"South Davidfort, WI",Flooring,Window Replacement,FLO-801343,Toro,4.57,236,0,1078.52,1078.52,Do it Best Rewards,2024-12-19 01:51:18
THE-20241028-23381,,"Matthewmouth, GU",Storage & Organization,,STO-266797,Rust-Oleum,99.02,5,0,495.1,495.1,,2024-10-28 18:46:01
THE-20250314-56561,The Home Depot,"Port Juanport, NH",Lumber & Building Materials,Bathroom Renovation,LUM-356507,Milwaukee,21.26,8,5,170.08,161.58,Contractors' Warehouse CBC,2025-03-14 10:46:31
HAR-20250217-42607,Harbor Freight Tools,"New Toddtown, FL",Outdoor & Garden,Door Install,OUT-748350,Schlage,541.94,12,15,6503.28,5527.79,Menards Contractor,2025-02-17 04:23:17
LOW-20250314-82577,Lowe's,"Thompsonshire, SD",Doors & Windows,Drywall Patch,DOO-437440,Milwaukee,547.02,4,0,2188.08,2188.08,None,2025-03-14 09:05:28
HAR-20250104-26920,Harbor Freight Tools,"Lake Sarah, ID",Electrical,Fence Installation,ELE-463361,Philips,664.46,1,0,664.46,664.46,Menards Contractor,2025-01-04 09:58:00
ACE-20240510-89868,Ace Hardware,"South Rachel, LA",Paint,Fence Installation,PAI-820459,Bosch,233.67,2,3,467.34,453.32,Do it Best Rewards,2024-05-10 08:39:44
84-20250513-51720,84 Lumber,"Clarkmouth, MA",HVAC,Landscaping,HVA-951223,Makita,1933.77,1,5,1933.77,1837.08,Ace Rewards,2025-05-13 23:11:35
ACE-20241206-55294,Ace Hardware,"North Rachelstad, ND",Plumbing,Electrical Upgrade,PLU-883978,Milwaukee,6.28,2,0,12.56,12.56,Home Depot Pro Xtra,2024-12-06 13:47:28
LOW-20240828-53466,Lowe's,"West Marie, TN",Paint,Garage Organization,PAI-753600,Ryobi,16.91,3,5,50.73,48.19,Home Depot Pro Xtra,2024-08-28 16:55:05
HAR-20240905-24125,Harbor Freight Tools,"Faithborough, NE",Lighting & Fans,Deck Build,LIG-585540,LG,364.68,1,3,364.68,353.74,Ace Rewards,2024-09-05 08:27:14
ACE-20241127-84280,Ace Hardware,"East Markview, KS",Flooring,,FLO-389841,EGO,4.61,106,15,488.66,415.36,Ace Rewards,2024-11-27 07:56:27
DO-20250727-39717,Do it Best,"Walshfort, UT",Plumbing,Deck Build,PLU-742935,EGO,370.57,2,10,741.14,667.03,Do it Best Rewards,2025-07-27 01:25:32
WAL-20250423-72224,Walmart,"South Sandraberg, WA",Kitchen & Bath,Kitchen Remodel,KIT-436112,GE,316.73,15,15,4750.95,4038.31,Ace Rewards,2025-04-23 04:58:02
THE-20241231-23075,The Home Depot,,HVAC,Shed Construction,HVA-539126,Samsung,2379.2,5,5,11896,11301.2,Ace Rewards,2024-12-31 02:00:25
CON-20240511-37425,Contractors' Warehouse,"East Anita, NJ",Plumbing,Flooring Install,PLU-252800,Bosch,556.49,12,15,6677.88,5676.2,Do it Best Rewards,2024-05-11 11:47:00
HAR-20240423-39326,Harbor Freight Tools,"South Crystal, AL",Flooring,HVAC Replacement,FLO-566380,Milwaukee,3.72,88,25,327.36,245.52,Home Depot Pro Xtra,2024-04-23 21:56:27
84-20240606-81552,84 Lumber,"Mortonmouth, DE",Lumber & Building Materials,Window Replacement,LUM-562665,Samsung,647.74,8,0,5181.92,5181.92,Home Depot Pro Xtra,2024-06-06 12:53:50
LOW-20250609-87830,Lowe's,"Rodriguezshire, PR",HVAC,Basement Finish,HVA-311096,Behr,3490.1,20,15,69802,59331.7,Do it Best Rewards,2025-06-09 12:49:24
84-20250402-11664,84 Lumber,,Lighting & Fans,Basement Finish,LIG-273488,Glidden,444.27,5,0,2221.35,2221.35,,2025-04-02 06:57:59
COS-20241201-93890,Costco,"West Brianchester, GA",Appliances,Drywall Patch,APP-909212,Kwikset,1186.02,3,5,3558.06,3380.16,Menards Contractor,2024-12-01 03:50:20
COS-20240721-75825,Costco,"Lake Heidi, WI",Lumber & Building Materials,Roof Repair,LUM-441982,Whirlpool,470.48,3,0,1411.44,1411.44,Contractors' Warehouse CBC,2024-07-21 10:08:52
COS-20240627-94575,Costco,"Port Rhonda, FL",Electrical,Fence Installation,ELE-613335,Samsung,547.72,15,5,8215.8,7805.01,,2024-06-27 12:07:33
MEN-20250412-62506,Menards,"Lake Patricia, OH",Appliances,Shed Construction,APP-416763,Delta,904.96,60,27,54297.6,39637.25,Do it Best Rewards,2025-04-12 05:03:28
ACE-20241112-35959,Ace Hardware,"Nathanshire, FL",Doors & Windows,Interior Painting,DOO-817638,Toro,851.96,6,10,5111.76,4600.58,Menards Contractor,2024-11-12 09:00:31
HAR-20250724-10778,Harbor Freight Tools,"Lake Kathy, MP",HVAC,HVAC Replacement,HVA-913001,Bosch,491.42,60,20,29485.2,23588.16,Do it Best Rewards,2025-07-24 06:40:21
MEN-20250604-12258,Menards,"East Julie, VA",Drywall & Insulation,Plumbing Rough-In,DRY-789896,Husky,97.44,6,5,584.64,555.41,Menards Contractor,2025-06-04 19:24:30
84-20240304-49932,84 Lumber,"Port Dylanburgh, TX",HVAC,HVAC Replacement,HVA-997605,Glidden,4364.28,1,0,4364.28,4364.28,Lowe's MVPs Pro Rewards,2024-03-04 17:52:02
COS-20250121-43723,Costco,"Debrahaven, PR",Drywall & Insulation,Drywall Patch,DRY-511158,Whirlpool,143.46,60,0,8607.6,8607.6,Lowe's MVPs Pro Rewards,2025-01-21 21:07:18
CON-20241115-50665,Contractors' Warehouse,"Gabriellemouth, KY",Flooring,Door Install,FLO-702224,Makita,1.88,145,25,272.6,204.45,Do it Best Rewards,2024-11-15 18:28:21
WAL-20250502-84474,Walmart,"East Alejandroborough, NV",Plumbing,Irrigation Setup,PLU-839205,Ryobi,568.65,100,20,56865,45492,Home Depot Pro Xtra,2025-05-02 22:40:21
HAR-20250621-14248,Harbor Freight Tools,"Tylerberg, AK",Doors & Windows,Door Install,DOO-275842,Milwaukee,290.45,1,10,290.45,261.4,Home Depot Pro Xtra,2025-06-21 19:56:19
WAL-20240722-90310,Walmart,"Port Karen, NJ",Kitchen & Bath,Door Install,KIT-634613,Toro,76.27,30,15,2288.1,1944.88,Contractors' Warehouse CBC,2024-07-22 17:02:27
CON-20250703-67255,Contractors' Warehouse,"South Breanna, WV",Outdoor & Garden,HVAC Replacement,OUT-169071,Bosch,1093.93,4,3,4375.72,4244.45,Menards Contractor,2025-07-03 20:24:50
MEN-20250528-75482,Menards,"South Thomas, NC",Appliances,,APP-177920,Kwikset,2813.08,2,0,5626.16,5626.16,Menards Contractor,2025-05-28 16:36:28
LOW-20250428-95703,Lowe's,"Rodriguezburgh, WV",Appliances,Electrical Upgrade,APP-692930,EGO,368.82,2,0,737.64,737.64,Contractors' Warehouse CBC,2025-04-28 12:37:17
CON-20250710-72613,Contractors' Warehouse,"Jeffreyberg, NV",Drywall & Insulation,Fence Installation,DRY-517656,Kwikset,8.78,8,10,70.24,63.22,Menards Contractor,2025-07-10 05:28:01
84-20240427-45816,84 Lumber,"Port Brian, HI",Storage & Organization,Interior Painting,STO-301758,Schlage,347.63,1,2,347.63,340.68,,2024-04-27 17:41:39
THE-20240612-12012,The Home Depot,"Lake Ian, GA",Plumbing,Plumbing Rough-In,PLU-477663,Rust-Oleum,502.26,50,15,25113,21346.05,Contractors' Warehouse CBC,2024-06-12 06:56:53
LOW-20250706-51447,Lowe's,"North Margaretbury, TX",HVAC,Basement Finish,HVA-346990,LG,3007.13,10,5,30071.3,28567.73,Lowe's MVPs Pro Rewards,2025-07-06 10:40:48
HAR-20250328-26661,Harbor Freight Tools,"Hernandezside, AL",Doors & Windows,Kitchen Remodel,DOO-352116,DEWALT,1178.84,6,10,7073.04,6365.74,Ace Rewards,2025-03-28 21:16:19
COS-20250406-32521,Costco,"Cynthiaton, CA",Lighting & Fans,Irrigation Setup,LIG-189838,LG,147.23,2,0,294.46,294.46,None,2025-04-06 09:10:47
CON-20240622-63230,Contractors' Warehouse,"North Vincent, GA",Appliances,Basement Finish,APP-812202,Moen,1843.64,8,0,14749.12,14749.12,Contractors' Warehouse CBC,2024-06-22 18:23:39
FLO-20240726-86745,Floor & Decor,"Davidtown, OK",Electrical,Kitchen Remodel,ELE-125407,Samsung,405.61,10,17,4056.1,3366.56,Menards Contractor,2024-07-26 12:57:22
WAL-20240827-34459,Walmart,"Aaronhaven, NY",Doors & Windows,Plumbing Rough-In,DOO-156361,Delta,277.83,4,0,1111.32,1111.32,Contractors' Warehouse CBC,2024-08-27 02:59:51
WAL-20250723-13423,Walmart,"Michaelshire, DC",Kitchen & Bath,Interior Painting,KIT-876400,Ryobi,2795.73,1,5,2795.73,2655.94,Menards Contractor,2025-07-23 08:15:19
CON-20240518-25920,Contractors' Warehouse,"Patrickmouth, WI",Flooring,Interior Painting,FLO-594015,LG,2.05,315,25,645.75,484.31,Home Depot Pro Xtra,2024-05-18 10:54:32
COS-20250109-95023,Costco,"Susanborough, SC",Lighting & Fans,Exterior Painting,LIG-490363,DEWALT,287.66,1,5,287.66,273.28,Ace Rewards,2025-01-09 09:54:43
CON-20240302-96403,Contractors' Warehouse,"South Angela, WV",Lumber & Building Materials,,LUM-629489,Bosch,1161.28,2,5,2322.56,2206.43,Contractors' Warehouse CBC,2024-03-02 12:55:42
DO-20241024-38745,Do it Best,"Danielland, OK",Outdoor & Garden,Deck Build,OUT-220533,EGO,54.97,10,0,549.7,549.7,None,2024-10-24 04:58:13
LOW-20250228-97227,Lowe's,"East Jessica, NJ",Appliances,Garage Organization,APP-378118,Toro,2626.19,12,5,31514.28,29938.57,Home Depot Pro Xtra,2025-02-28 19:33:06
COS-20250624-84434,Costco,"Youngtown, IN",Doors & Windows,Garage Organization,DOO-955767,Kobalt,1014.34,1,0,1014.34,1014.34,Menards Contractor,2025-06-24 11:08:39
WAL-20250427-69676,Walmart,"Nguyenview, OK",HVAC,Drywall Patch,HVA-383695,Delta,1300.45,100,25,130045,97533.75,None,2025-04-27 14:49:30
COS-20241219-54199,Costco,"Hinesmouth, MI",Kitchen & Bath,Kitchen Remodel,KIT-644061,DEWALT,1326.26,8,10,10610.08,9549.07,Home Depot Pro Xtra,2024-12-19 12:22:50
CON-20241120-76983,Contractors' Warehouse,"East Virginiahaven, MT",Lighting & Fans,Bathroom Renovation,LIG-493602,Ryobi,452.76,4,0,1811.04,1811.04,Home Depot Pro Xtra,2024-11-20 21:28:25
ACE-20240603-25486,Ace Hardware,"Williamtown, WV",,Plumbing Rough-In,APP-878713,Whirlpool,2563.94,6,10,15383.64,13845.28,Contractors' Warehouse CBC,2024-06-03 03:27:49
FLO-20240419-30544,Floor & Decor,"West Anthonymouth, CA",Doors & Windows,Basement Finish,DOO-422980,Rust-Oleum,151.22,5,5,756.1,718.29,Menards Contractor,2024-04-19 01:52:47
HAR-20241024-46898,Harbor Freight Tools,"New Alyssaview, LA",Tools & Hardware,Shed Construction,TOO-931793,Milwaukee,1491.75,12,0,17901,17901,Home Depot Pro Xtra,2024-10-24 01:31:13
MEN-20241017-76463,Menards,"Kruegermouth, MN",Lumber & Building Materials,Door Install,LUM-397176,Samsung,835.37,6,5,5012.22,4761.61,Do it Best Rewards,2024-10-17 20:58:58
MEN-20241017-13202,Menards,"Scottfort, SD",Lighting & Fans,Kitchen Remodel,LIG-912406,Bosch,421.2,4,0,1684.8,1684.8,Contractors' Warehouse CBC,2024-10-17 11:13:51
ACE-20240505-61514,Ace Hardware,"Dawnberg, MH",Flooring,Plumbing Rough-In,FLO-213037,Husky,5.45,226,3,1231.7,1194.75,Lowe's MVPs Pro Rewards,2024-05-05 22:05:10
FLO-20240912-42126,Floor & Decor,"North Nicholasbury, FM",Lumber & Building Materials,Basement Finish,LUM-474968,LG,372.26,5,5,1861.3,1768.23,Home Depot Pro Xtra,2024-09-12 08:29:54
THE-20250104-51534,The Home Depot,"East Brad, PA",Flooring,Drywall Patch,FLO-123487,Whirlpool,1.48,153,0,226.44,226.44,Home Depot Pro Xtra,2025-01-04 02:06:34
WAL-20240909-10118,Walmart,"Riceton, AL",Lighting & Fans,Window Replacement,LIG-239910,EGO,44.3,5,5,221.5,210.42,Menards Contractor,2024-09-09 22:01:36
CON-20240502-97648,Contractors' Warehouse,"New James, UT",Drywall & Insulation,Drywall Patch,DRY-246691,Delta,19.6,1,0,19.6,19.6,Ace Rewards,2024-05-02 19:00:02
DO-20240905-57131,Do it Best,"Mariaborough, IN",Kitchen & Bath,Flooring Install,KIT-342700,Whirlpool,1400.36,10,5,14003.6,13303.42,Do it Best Rewards,2024-09-05 15:00:32
ACE-20240301-90618,Ace Hardware,"Port Jonathanshire, MA",Doors & Windows,Fence Installation,DOO-741444,Ryobi,175.51,5,5,877.55,833.67,None,2024-03-01 00:44:56
THE-20241009-96667,The Home Depot,"South Isaac, NC",Kitchen & Bath,Exterior Painting,KIT-559636,Moen,1469.62,1,0,1469.62,1469.62,Lowe's MVPs Pro Rewards,2024-10-09 18:02:11
ACE-20240317-37975,Ace Hardware,"New Derrick, GA",Appliances,Interior Painting,APP-242909,Whirlpool,2866.45,2,0,5732.9,5732.9,Lowe's MVPs Pro Rewards,2024-03-17 22:21:23
DO-20250115-34049,Do it Best,"South Allison, FL",Plumbing,Bathroom Renovation,PLU-948357,DEWALT,551.95,3,0,1655.85,1655.85,None,2025-01-15 07:46:11
CON-20250505-62031,Contractors' Warehouse,"Thompsonland, WI",Lighting & Fans,Kitchen Remodel,LIG-759142,DEWALT,238.92,3,0,716.76,716.76,Contractors' Warehouse CBC,2025-05-05 12:58:00
